method,epoch,train_loss_mean,train_loss_std,train_acc_mean,train_acc_std,test_loss_mean,test_loss_std,test_acc_mean,test_acc_std
full,46,0.009918760375976563,0.00024788451353589103,0.9977133333333333,0.0002015495527710927,0.2155787109375,0.007099239173804643,0.9402666666666667,0.001126449683247733
full,47,0.008575196329752606,0.0003057250198626476,0.9982333333333333,0.0001146976702272594,0.21619618326822918,0.006710408488146943,0.9395333333333333,0.0014337208778404606
full,48,0.007940022989908854,0.00018433341857700076,0.9984666666666667,6.182412330328271e-05,0.21444428710937502,0.006849649860228709,0.9408333333333333,0.0017249798710580776
full,49,0.007185548095703125,0.00039826391100165155,0.9987666666666666,8.379870059983905e-05,0.21383538411458333,0.0057413886574250875,0.9409000000000001,0.001283225103661341
full,50,0.007175798950195312,0.00018890631196712775,0.9987133333333333,9.843215373484992e-05,0.2143322998046875,0.006282131191079033,0.9406666666666667,0.0014884742374510888
random,1,2.1545961979166663,0.050526581159661105,0.23028,0.01684147261969689,1.7498309244791665,0.08541608874956334,0.32853333333333334,0.040312639319311366
random,2,1.6032545833333334,0.026455307886817093,0.40154666666666666,0.012754265517421572,1.59647060546875,0.09414155072371695,0.4378333333333333,0.019893438337524477
random,3,1.37132203125,0.027345108557619468,0.49664,0.013767246154066791,1.3659153645833335,0.0330096002572032,0.5073666666666666,0.014659088951530643
random,4,1.1794572395833336,0.026975937555382863,0.57124,0.012149469124204566,1.20195263671875,0.009227027063865008,0.5753333333333334,0.0071899621386732945
random,5,1.0217040624999998,0.02241543683845696,0.634,0.010181132877370122,1.1620151041666666,0.05770631234672804,0.5933,0.010994847278005575
random,6,0.8984395052083333,0.024052590945389873,0.6792666666666666,0.010559511773225559,1.0297972330729168,0.05383080890818841,0.6425000000000001,0.012053491886862765
random,7,0.7930292968749999,0.02898627211341112,0.7209733333333334,0.010544652146414753,0.8883299479166666,0.04817859112446024,0.6897333333333333,0.014862106924061006
random,8,0.719195703125,0.02387449296984245,0.7466933333333333,0.009584283431164195,0.8565860026041667,0.0505644291321721,0.7086666666666667,0.012071269840226214
random,9,0.643452890625,0.015444162073973275,0.7784133333333333,0.005070419662666539,0.9264510742187501,0.11174554527014494,0.6872333333333334,0.02434424412920274
random,10,0.5991077604166667,0.015439998048124497,0.7909999999999999,0.005766200366503645,0.7477852864583333,0.02017967227500861,0.7469666666666667,0.010926522268722526
random,11,0.5515585807291666,0.01503832285262898,0.8085333333333334,0.005360630145379925,0.6535648600260417,0.08182920033874587,0.7779666666666668,0.022932558126432846
random,12,0.5183948046875,0.01055785390667947,0.8204400000000001,0.003988917981942817,0.7317659016927083,0.049761803150788986,0.7571666666666667,0.014492373473275139
random,13,0.49035007812500003,0.012327282320461609,0.83076,0.0061784140359804375,0.6391791503906249,0.034186007447447736,0.7845666666666667,0.011926534376013096
random,14,0.46440649739583334,0.011279932616793846,0.8391333333333333,0.005537396098849657,0.7031104817708332,0.06753654888337343,0.7716,0.02194356397671082
random,15,0.44121290364583327,0.012160240700720875,0.8485066666666666,0.004139479301662067,0.6246371419270833,0.06310157990018501,0.7916,0.02098777421897488
random,16,0.4161398046875,0.010093280075399703,0.8554400000000001,0.002314706604878156,0.7048234049479166,0.036242038623478176,0.7733,0.013009996156801866
random,17,0.39906623697916666,0.007123363195489693,0.8624133333333334,0.0018305069121845826,0.6083414550781251,0.033137922400731434,0.7993333333333333,0.008712188142035386
random,18,0.38818005208333334,0.0011658847438119231,0.8654000000000001,0.0006256729710213593,0.6328072428385417,0.08751151425293016,0.7938333333333333,0.026571329578241952
random,19,0.36132110677083334,0.005636397893849147,0.8753066666666666,0.0020030199422094684,0.5625220377604166,0.018566449909725564,0.8117333333333333,0.004644949467492156
random,20,0.34856378906249996,0.004698202914651299,0.8799466666666667,0.0012925770984957069,0.6253303059895834,0.16936760712225285,0.8024333333333334,0.04172971230297294
random,21,0.3275386653645833,0.007187655246538892,0.8872,0.0031994999609314067,0.622509814453125,0.05272207056584746,0.8032,0.012602645224978209
random,22,0.3153976953125,0.005328613354115593,0.8909199999999999,0.002109281078155944,0.6317329915364583,0.11321419117631158,0.8028666666666666,0.03417653516018785
random,23,0.29248865234375,0.003861380112385285,0.899,0.0018506935636853977,0.51660546875,0.0632343841604131,0.8345333333333333,0.018840441136614136
random,24,0.2777282942708333,0.013503909709920974,0.9040533333333333,0.004457243792100918,0.5065190266927083,0.03550287271312305,0.8363666666666667,0.010135526078546127
random,25,0.2645778450520833,0.0076725705707268695,0.9073466666666666,0.003235854687027159,0.5088125325520833,0.06649893511622644,0.8403999999999999,0.016838843982490796
random,26,0.2441746940104167,0.007006205066244551,0.91628,0.00336776879649815,0.5555670735677083,0.04451123122141505,0.8268999999999999,0.011559700111450409
random,27,0.23185826822916666,0.0062747194678090855,0.9200666666666667,0.002468863886262022,0.4630389973958333,0.03372211582236619,0.8527666666666667,0.01096458946893236
random,28,0.21045758463541664,0.003167710604164142,0.9277466666666667,0.0017987650084309492,0.5481567057291666,0.08370500698588759,0.8312333333333334,0.02117645442991394
random,29,0.19783837239583332,0.008149043478041977,0.9320133333333334,0.0029987256552668237,0.44367633463541667,0.026362826250472336,0.8612333333333333,0.003492213560989003
random,30,0.17720600260416666,0.004424668575665217,0.9391333333333334,0.0011172983288072562,0.48919091796874997,0.033949363096117104,0.8537666666666667,0.00878420299299954
random,31,0.15970520182291667,0.004436443875642367,0.9451333333333333,0.0010853366093316768,0.4939758626302084,0.07307125010832978,0.8532000000000001,0.015065855435387682
random,32,0.14547413085937502,0.0008960285940475344,0.9495733333333334,0.0007840634894927682,0.471222705078125,0.024335294705330707,0.8569333333333334,0.007191816336797122
random,33,0.12226122395833335,0.009028843330424247,0.9577466666666666,0.0037445545648166143,0.44699926757812497,0.02503616934732063,0.8711666666666668,0.004619764303752117
random,34,0.10798338216145835,0.0024029821419696354,0.96256,0.0008787870428418038,0.4303347737630208,0.01923851421778076,0.8755333333333333,0.005319983291535998
random,35,0.091298251953125,0.002412039856085332,0.9688933333333333,0.0010360609162699808,0.42356575520833334,0.022959406985155358,0.8799666666666667,0.0034422215049134874
random,36,0.08020505533854166,0.005260939932668758,0.9735466666666667,0.0020030199422094892,0.39585218098958336,0.01419680285563634,0.8883333333333333,0.0018445113776342813
random,37,0.064842802734375,0.0011561589605489674,0.9789599999999999,0.00031496031496049603,0.38032380371093755,0.015505612894080385,0.8921666666666667,0.0020072092289766296
random,38,0.049060887044270834,0.004078781453860651,0.9836133333333333,0.0015183616901852824,0.37211625976562496,0.01761999816942287,0.8974000000000001,0.0038218669085496194
random,39,0.03784904296875,0.003298739372104756,0.9876800000000001,0.0012849902723367273,0.3792096842447917,0.02061743472746545,0.8973333333333334,0.004699172503986425
random,40,0.03192584635416666,0.0005919297762136964,0.9902266666666666,0.0001675974011996781,0.36398622233072914,0.021696639321821403,0.9026333333333335,0.004365266951236249
random,41,0.02220694091796875,0.0009098528801260507,0.9940000000000001,0.0003115552385479426,0.35403045247395837,0.009586912244238943,0.9066666666666666,0.002499777767900343
random,42,0.01827774129231771,0.0006619810908332378,0.9951466666666667,0.0004249967320135958,0.35241678059895837,0.007749895108711209,0.9073000000000001,0.0014988884770611316
random,43,0.014014402669270834,0.00044005020217050954,0.99648,6.531972647423808e-05,0.34467590332031245,0.009414056329136854,0.9094333333333333,0.0016679994670929113
random,44,0.01144725626627604,0.0007601853159537587,0.9976133333333334,0.00033993463423948153,0.34095744628906255,0.007976418274470078,0.9101333333333333,0.0007408703590297707
random,45,0.009492376505533855,0.0009564970962440489,0.9983066666666667,0.00041354833118055365,0.3386969970703125,0.011273139406696855,0.9114666666666666,0.0014817407180595162
random,46,0.008355386759440102,0.0004604694414350242,0.9985200000000001,0.00016329931618557254,0.3400900553385417,0.010452061874891502,0.9119333333333334,0.0006548960901462583
random,47,0.007945456746419272,0.0004720046230875531,0.9986933333333333,0.0003771236166327839,0.33641723632812504,0.01106986538510186,0.9127000000000001,0.0016062378404208624
random,48,0.007358663736979167,0.0006455876302671602,0.9988400000000001,0.000261278905896907,0.33815234375000003,0.009933940712203047,0.9126333333333333,0.0007845734863959913
random,49,0.0074295499674479175,0.0004468272966914896,0.9988000000000001,0.00022861904265975233,0.33497276204427084,0.012546679358539906,0.9132333333333333,0.0014839886193034457
random,50,0.006699491373697916,0.0004119690500049907,0.9990933333333333,0.00021746008573731375,0.3398001871744792,0.011012000283695228,0.9124666666666666,0.0008498365855987909
el2n,1,2.117772395833333,0.1539317645780605,0.28675999999999996,0.04678223024468443,2.09362265625,0.09724904054928439,0.30906666666666666,0.04917223697259348
el2n,2,1.3473322395833334,0.17487159588472634,0.5093466666666667,0.06574090828564982,1.8071409505208333,0.007423167637456225,0.416,0.029702861814983432
el2n,3,0.9313806510416667,0.18876451048871795,0.6644133333333334,0.06897546874714874,1.7458656901041667,0.07972073785513664,0.4790666666666667,0.038695420343440576
el2n,4,0.6153574739583333,0.14566341951163986,0.7800533333333334,0.05493533006079868,1.598337890625,0.04951095637382516,0.5518,0.028490466241651198
el2n,5,0.41542061197916674,0.102680304517545,0.8532533333333333,0.03722144662541869,1.63106357421875,0.15045499395931328,0.5790333333333333,0.009765358274135286
el2n,6,0.2912781575520833,0.06643689525891824,0.89792,0.02291007347580244,1.5249744140625001,0.21303967497386728,0.6302,0.03684679995151097
el2n,7,0.20972083333333333,0.03585728426760374,0.9270266666666668,0.012133582415025759,1.5150548828125,0.1290974113729558,0.6461333333333333,0.011549699370786945
el2n,8,0.15999464192708332,0.030912181192847412,0.9443866666666666,0.010654993612803794,1.3833006184895833,0.025401512510633953,0.6725333333333333,0.009042983775035537
el2n,9,0.12997192057291668,0.022207364524777264,0.9551466666666667,0.007752527903135147,1.481515234375,0.017646490411816068,0.6704666666666667,0.01150690613887544
el2n,10,0.10491920572916667,0.015934830027461305,0.9638933333333334,0.005876718661142613,1.4155341471354166,0.14218627194634467,0.6837333333333334,0.027301078529774047
el2n,11,0.08623202148437499,0.010438743617054665,0.9702800000000001,0.0033381831385750666,1.3649860351562502,0.19168077259032668,0.6944,0.02694475830286846
el2n,12,0.07171240559895833,0.007123422819167029,0.9756533333333334,0.002568804304643592,1.2102411783854166,0.04463660807721867,0.7203333333333334,0.003026916289265741
el2n,13,0.06173139485677084,0.007268878289244177,0.9790266666666666,0.0025027629177016126,1.2800056315104167,0.20349598022465318,0.7216666666666667,0.022621278085515478
el2n,14,0.058772998046875004,0.006397762483781314,0.9800266666666667,0.0025475391175712307,1.21410947265625,0.08082870963201234,0.7287666666666667,0.012471924025140945
el2n,15,0.054220777994791663,0.007016555885604765,0.98224,0.002950796502641262,1.18155078125,0.06078743981095559,0.7358333333333333,0.002455379581427022
el2n,16,0.04693158040364583,0.0028325425933793946,0.9844266666666668,0.000641941499584546,1.2032139648437499,0.06294389380734451,0.7262666666666666,0.012135439377661143
el2n,17,0.050944326171875,0.0012193942444255633,0.9830800000000001,0.0008019975062305471,1.1603447916666665,0.06898321230694106,0.7390666666666666,0.008839431857057073
el2n,18,0.04318783610026042,0.0034076488557320656,0.9859733333333333,0.0015561776533830822,1.2140980143229168,0.15354156574193153,0.7347333333333333,0.02591940500002952
el2n,19,0.03976152262369791,0.00353120051257042,0.9871333333333334,0.0010391449476479494,1.2604363281250002,0.10694837267774396,0.7300333333333334,0.0032724438710066395
el2n,20,0.04020425944010417,0.003230514961411755,0.9872666666666667,0.0011731818083977866,1.1093966471354166,0.0442472600853242,0.7489333333333333,0.008754554370281909
el2n,21,0.039029571126302086,0.0006761033158869257,0.98772,0.0007207403600927713,1.1955484700520833,0.14892073041916024,0.7364333333333333,0.02007923194635579
el2n,22,0.03055724527994792,0.005025769403510324,0.9906800000000001,0.001804291181230627,1.0365950195312499,0.00881108580187858,0.7594666666666666,0.0016579773487261442
el2n,23,0.030112388509114584,0.0025042819681590864,0.99076,0.0009622196561423524,1.0544591471354168,0.05386169838731681,0.7585666666666667,0.008778888818574287
el2n,24,0.026058622233072915,0.003632893110274477,0.9922933333333335,0.0013024421505600514,1.1260895833333333,0.07775240616816598,0.7535666666666666,0.005510192575783734
el2n,25,0.02855814615885417,0.005486579181915106,0.9911466666666667,0.0015681269789855365,1.0819978841145834,0.08413276983951268,0.7620666666666667,0.014662954075568177
el2n,26,0.02460451944986979,0.004575466148074751,0.9926533333333333,0.0015375593936134229,1.1549845377604167,0.16631746145615284,0.7499666666666668,0.014539677514381864
el2n,27,0.016201876627604167,0.002443974797921014,0.99524,0.00107925900505854,1.08614365234375,0.05959019261390233,0.7553333333333333,0.010469107995537288
el2n,28,0.017743760172526043,0.003631539783576927,0.99504,0.0010466454350288195,0.9965504557291668,0.05289831183385355,0.7719999999999999,0.007316192087873748
el2n,29,0.014993258056640625,0.0021801525170424977,0.9960266666666667,0.0005555377774933487,0.9728798828124999,0.03876768314849916,0.7796666666666666,0.004631294515455596
el2n,30,0.010520046793619791,0.0028525384578800108,0.9973466666666667,0.001037604077778348,0.9349217122395833,0.023932349575831884,0.7871666666666667,0.0043399948796692565
el2n,31,0.010217161458333334,0.0019810874667245495,0.9975333333333333,0.0007349074015744328,0.8871879557291665,0.06984683220994556,0.7961333333333332,0.013507857795454537
el2n,32,0.009019517008463542,0.002672473595700407,0.99768,0.0009835988342137634,0.9077651041666667,0.07835416571238038,0.7917,0.015079345697564844
el2n,33,0.006482310892740885,0.0017592877380875446,0.9986666666666667,0.0005808805576211063,0.8553265950520833,0.05395998688138535,0.8033666666666667,0.010817989133332
el2n,34,0.004458603719075521,0.00039913956306107543,0.9992666666666666,0.00017987650084309,0.8626765950520833,0.013893123841591679,0.8027333333333333,0.006247310532452255
el2n,35,0.003573175252278646,0.0008677468518267285,0.9996533333333333,0.00017987650084309273,0.8011543782552083,0.02022935664538546,0.8117666666666666,0.0028075295585660797
el2n,36,0.0026769940185546875,0.0005412056878096402,0.9996933333333334,0.00014727148022917338,0.8157190755208333,0.028153592387314404,0.8119666666666667,0.004964093293061893
el2n,37,0.0030742442321777344,0.0007638708634236363,0.9996533333333333,0.0002362672686222562,0.7851737955729167,0.020804805422748037,0.8137333333333334,0.003955024933198546
el2n,38,0.001983559773763021,0.000273324834361356,0.9999466666666667,4.988876515698632e-05,0.7752443033854166,0.031197584253517652,0.8164000000000001,0.005657443474456172
el2n,39,0.0018473641459147135,3.3391526104865516e-05,0.9999199999999999,3.265986323709638e-05,0.7731435709635416,0.02573670683280818,0.8155333333333333,0.005539153565502803
el2n,40,0.0018191674296061198,0.0001611629029982947,0.9998933333333332,6.798692684788469e-05,0.7714556640625,0.031719990963442475,0.8182,0.006354525946126907
el2n,41,0.001829066619873047,9.68909273644073e-05,0.9999066666666666,3.771236166326791e-05,0.7667099121093749,0.022532252930476206,0.8181666666666666,0.005007549855523713
el2n,42,0.0016840158081054687,9.624324491088125e-05,0.9999466666666667,1.885618083160779e-05,0.7582301106770833,0.025439559949789633,0.8185666666666668,0.005125968743130958
el2n,43,0.0015962901814778648,8.798411231076512e-05,0.9999733333333333,1.8856180831660125e-05,0.7680283365885416,0.02601918509947775,0.8159666666666666,0.006017936154160795
el2n,44,0.0015224479675292968,7.072031391503531e-05,0.9999866666666666,1.8856180831660125e-05,0.7561932779947916,0.034271475297822714,0.8199,0.007351643807113236
el2n,45,0.0015562670389811198,9.941563538303927e-05,0.9999866666666666,1.8856180831660125e-05,0.7558588053385417,0.03068204148961939,0.8188333333333334,0.005468901982015119
el2n,46,0.0014764388020833332,2.161970153355358e-05,0.9999733333333333,1.8856180831660125e-05,0.75750771484375,0.028033174636838028,0.8183666666666666,0.00720755776174488
el2n,47,0.0015451836140950523,0.0001336033079259868,0.9999733333333333,3.771236166326791e-05,0.7552228027343749,0.025097988316006778,0.8191333333333333,0.004446221866808843
el2n,48,0.0015028522237141926,7.817998990582632e-05,0.9999600000000001,3.265986323709638e-05,0.7541884602864584,0.022697723683468642,0.8190666666666667,0.005104464277037878
el2n,49,0.0014871544901529949,0.0001533167924222952,0.9999866666666666,1.8856180831660125e-05,0.7626752441406249,0.024569948110655025,0.8176333333333333,0.006462369706401969
el2n,50,0.001502450714111328,5.051650357045312e-05,0.9999866666666666,1.8856180831660125e-05,0.7576166666666667,0.029859846725778794,0.8188,0.006531462317123172
forget,1,2.172579635416666,0.06363113977944337,0.2709066666666667,0.011845329131021319,1.8653125651041667,0.043513087736394826,0.2996666666666667,0.015786562499656334
forget,2,1.4692864583333334,0.12860363147169382,0.47013333333333335,0.0430912747033034,1.59071884765625,0.09727761387201618,0.4290333333333334,0.031743380762329375
forget,3,1.1257413802083334,0.13767720103012454,0.60544,0.05085704933110713,1.404267513020833,0.14015692183474857,0.5172,0.04934558406450031
forget,4,0.8700443229166667,0.12383169137505755,0.7047599999999999,0.04523490097995867,1.3205533528645832,0.11224450598511473,0.5702333333333334,0.02455908974064164
forget,5,0.7008650130208333,0.12259642625159768,0.7710133333333333,0.0421288985007784,1.5191061197916664,0.3347322425237321,0.5440333333333333,0.07048575900295193
forget,6,0.5648649869791667,0.10427989481492703,0.8185333333333333,0.03682696596547455,1.1331017252604167,0.09375311663999908,0.6445333333333334,0.0342199097342793
forget,7,0.46790559895833334,0.09025231500843761,0.85272,0.02862090611190827,1.0271124674479166,0.1371556377915258,0.6819333333333333,0.027930548787225003
forget,8,0.40363645833333334,0.07211732903433292,0.8744399999999999,0.023471605540879938,0.96410986328125,0.03184279494850277,0.6995999999999999,0.010141991914806494
forget,9,0.3519533723958333,0.05847620622823387,0.8908133333333333,0.019796735982367284,0.9115768229166666,0.025658015158558433,0.7174333333333333,0.007530087796448467
forget,10,0.3058784049479167,0.048684627204877165,0.9055466666666666,0.016862244479572956,1.0785295247395832,0.2474781225252415,0.6898666666666666,0.04131515729393057
forget,11,0.28225973958333334,0.033242506563115976,0.9146000000000001,0.011870411394162696,0.835194970703125,0.07029405011672378,0.7342333333333334,0.018107150214456438
forget,12,0.263415234375,0.030345033148718493,0.91988,0.009511761140819266,0.8838859375,0.02475643060020106,0.7313333333333333,0.00906617645733611
forget,13,0.2473303125,0.028030151521384584,0.92496,0.009267635440966947,0.7533110514322917,0.0820567557582855,0.7640666666666668,0.02305852457455931
forget,14,0.22864529296875002,0.024210007735740533,0.93092,0.007405295402615607,0.9073449218749999,0.11410010703739623,0.7261666666666667,0.03192912289570273
forget,15,0.21749619791666666,0.0204871707909288,0.9344933333333333,0.0061685078332518435,0.8361620279947917,0.03909315224467423,0.7427,0.01522103807235233
forget,16,0.208895625,0.02027544871844777,0.9366533333333334,0.006363758498106471,0.8038120279947917,0.07922853028220647,0.7632,0.0156922486172845
forget,17,0.19306767578124998,0.017717459464439707,0.9420133333333333,0.005182980695399954,0.8300792317708332,0.10219798234319435,0.7553000000000001,0.02553833719463088
forget,18,0.1846909765625,0.017052518435743538,0.9441866666666666,0.006034066253825481,0.7485275065104166,0.059876363087316004,0.7738333333333333,0.012570423841524002
forget,19,0.18184623697916666,0.015595814634303252,0.9442933333333334,0.005657639869140579,0.7314341471354165,0.038751836509261006,0.7784666666666666,0.011365542466400636
forget,20,0.17041795247395833,0.011570006648512989,0.9480133333333334,0.004597081199582545,0.8431390462239583,0.0796525872479268,0.7537333333333334,0.019399369978315154
forget,21,0.16611826822916664,0.01874458858446078,0.94864,0.007437275486807459,0.6936986002604167,0.059815673100684925,0.7916666666666666,0.01826040038504693
forget,22,0.15633069010416667,0.00921941472832603,0.9510266666666666,0.0031734453761732644,0.687734033203125,0.03880488843541853,0.7917666666666667,0.011192358504305024
forget,23,0.14411678059895836,0.009039602815960926,0.95512,0.0033733069827692956,0.7459511555989583,0.08698264628622512,0.7807000000000001,0.02002048950450515
forget,24,0.14043071614583333,0.011994216703502562,0.9568666666666666,0.003827526035908262,0.7248572428385417,0.05191590498674736,0.7841666666666667,0.005900470791009443
forget,25,0.126472197265625,0.0076916930870754106,0.9612533333333334,0.0026042699979499377,0.7022918782552083,0.04386075921006203,0.7974666666666668,0.006718300049533001
forget,26,0.12161697265625,0.010311141733877585,0.9627466666666668,0.003830033362198771,0.631361962890625,0.014331650559630387,0.8065333333333333,0.009180171869608735
forget,27,0.11076656901041666,0.006333780391680346,0.9657066666666667,0.0018533812943434484,0.6261671223958333,0.015374548702818696,0.8182666666666667,0.004244473531023095
forget,28,0.10482086263020833,0.011458866424757895,0.9677199999999999,0.0038931050161364242,0.6434666015625,0.03248563531786412,0.8130000000000001,0.010400961494015811
forget,29,0.09328999023437501,0.005142740130513634,0.9713866666666666,0.0015897449131507917,0.5920961751302083,0.027670381868577194,0.8270666666666667,0.008508949536941802
forget,30,0.08558950358072916,0.009150071346552281,0.9731866666666668,0.003520807988074425,0.641852783203125,0.028134743640979773,0.8169666666666666,0.007827444595069873
forget,31,0.08518384602864583,0.007533874807829132,0.9731466666666666,0.0029082564459750335,0.5990851236979168,0.03558061951817002,0.8299666666666666,0.008322793334505455
