method,epoch,train_loss,train_acc,test_loss,test_acc
el2n,46,0.0209721875,0.9956,0.2618973388671875,0.9315
el2n,47,0.017604815673828125,0.99624,0.2596067138671875,0.9314
el2n,48,0.017289876708984374,0.9966,0.26121884765625,0.9293
el2n,49,0.0151705859375,0.99712,0.2605583984375,0.9302
el2n,50,0.015371585693359375,0.99692,0.259768359375,0.9308
forget,1,2.47201296875,0.16424,2.0871365234375,0.1859
forget,2,1.941899375,0.24696,1.826168359375,0.3192
forget,3,1.81775625,0.29428,1.6220466796875,0.3927
forget,4,1.72073234375,0.32688,1.58508583984375,0.3913
forget,5,1.6496825,0.36296,1.47776826171875,0.4442
forget,6,1.5693609375,0.39168,1.35797431640625,0.4839
forget,7,1.48723875,0.42636,1.326799609375,0.51
forget,8,1.39052265625,0.46296,1.11083408203125,0.5882
forget,9,1.302804765625,0.50196,1.1430951171875,0.5971
forget,10,1.22957109375,0.5294,1.0224095703125,0.6204
forget,11,1.16780984375,0.55832,1.0176759765625,0.6393
forget,12,1.097176171875,0.58536,0.8572810546875,0.6894
forget,13,1.028356875,0.6168,0.841028515625,0.7009
forget,14,0.949546328125,0.64656,0.88549677734375,0.7
forget,15,0.895197890625,0.67128,0.751693212890625,0.7398
forget,16,0.8267309375,0.69424,0.6677248046875,0.7679
forget,17,0.77965609375,0.71572,0.718253076171875,0.7479
forget,18,0.725442890625,0.73772,0.708427685546875,0.7615
forget,19,0.692098828125,0.74492,0.787679736328125,0.7285
forget,20,0.6526021484375,0.76284,0.762505517578125,0.7475
forget,21,0.6078450390625,0.77872,0.70096796875,0.7776
forget,22,0.57084546875,0.79144,0.558758056640625,0.8068
forget,23,0.53914046875,0.80556,0.502175341796875,0.8269
forget,24,0.5081969140625,0.81948,0.6404412109375,0.7993
forget,25,0.4740821484375,0.82728,0.501492041015625,0.8319
forget,26,0.44347359375,0.84064,0.484063818359375,0.8346
forget,27,0.4097628125,0.8508,0.4782501953125,0.85
forget,28,0.3896994921875,0.85756,0.454051904296875,0.8551
forget,29,0.35322234375,0.87184,0.454713134765625,0.8595
forget,30,0.32383017578125,0.884,0.37720537109375,0.8772
forget,31,0.3008740625,0.89132,0.48978486328125,0.8512
forget,32,0.2747610546875,0.90188,0.37126376953125,0.8822
forget,33,0.2483893359375,0.9104,0.4021361083984375,0.8752
forget,34,0.216418125,0.92404,0.348083154296875,0.8952
forget,35,0.19108908203125,0.93352,0.371693505859375,0.8868
forget,36,0.163975234375,0.94272,0.322443310546875,0.9024
forget,37,0.13217703125,0.9532,0.334521923828125,0.902
forget,38,0.112630263671875,0.96068,0.31215341796875,0.9092
forget,39,0.092844736328125,0.96968,0.3308350341796875,0.9044
forget,40,0.0663662060546875,0.97912,0.2980909912109375,0.9133
forget,41,0.055096162109375,0.98252,0.2970757080078125,0.9174
forget,42,0.043644296875,0.98724,0.285768310546875,0.9197
forget,43,0.03429763427734375,0.98992,0.2919865234375,0.9187
forget,44,0.02657900146484375,0.99312,0.2810706298828125,0.9215
forget,45,0.02370263427734375,0.99384,0.2844978515625,0.9225
forget,46,0.019888924560546875,0.9956,0.2840908203125,0.9223
forget,47,0.017512861328125,0.9964,0.2787484619140625,0.9256
forget,48,0.016374298095703125,0.99652,0.2782407470703125,0.9234
forget,49,0.014836807861328126,0.9974,0.27998291015625,0.9239
forget,50,0.0154783642578125,0.99676,0.281415478515625,0.9238
craig,1,1.9627118463954232,0.2952472395583293,1.79546640625,0.3614
craig,2,1.3033144678148503,0.5077212353976637,1.50689326171875,0.4786
craig,3,1.0303266491388623,0.6147783645383261,1.40680908203125,0.558
craig,4,0.8072497849655945,0.7049527924467914,1.29079130859375,0.5912
craig,5,0.646709723555769,0.7676428228516563,1.16791875,0.6296
craig,6,0.5401742013097095,0.8058489358297327,1.1124744140625,0.6635
craig,7,0.4310340826407225,0.8457353176508241,1.34019775390625,0.6272
craig,8,0.3558547492598816,0.873299727956473,0.96592158203125,0.7169
craig,9,0.28145915455847936,0.8990238438150104,1.01018447265625,0.7178
craig,10,0.24840124810594696,0.9122659625540086,0.993263671875,0.7361
craig,11,0.21973929891282606,0.9231877100336053,0.96723896484375,0.7386
craig,12,0.18952196413926228,0.9329492718835014,1.0367685546875,0.7378
craig,13,0.18287271666591653,0.9364698351736278,1.18044765625,0.7107
craig,14,0.16260663229554229,0.9422307569211074,0.9219724609375,0.7509
craig,15,0.15649874097043026,0.9447911665866539,0.9788943359375,0.755
craig,16,0.14348879805143824,0.9524723955832933,1.1130060546875,0.723
craig,17,0.13891199154364697,0.9510721715474476,1.1815498046875,0.7299
craig,18,0.1367787107655975,0.9536725876140183,0.90623125,0.7689
craig,19,0.12368540489915887,0.9564330292846855,0.89131005859375,0.7725
craig,20,0.11594262308531865,0.9605936949911986,0.9693728515625,0.7694
craig,21,0.10945320587231457,0.9619539126260201,0.84579287109375,0.797
craig,22,0.1150877109087454,0.9595135221635461,0.81001376953125,0.794
craig,23,0.09615025708800908,0.9669547127540407,0.82336279296875,0.8024
craig,24,0.09107309708615878,0.9693150904144663,0.79261650390625,0.8017
craig,25,0.08313564545327252,0.971435429668747,0.748916259765625,0.8126
craig,26,0.07593802410729467,0.9742758841414626,0.86051240234375,0.7974
craig,27,0.07305731417026724,0.9749959993598976,0.83759052734375,0.8046
craig,28,0.0650072126774659,0.9781965114418307,0.801847705078125,0.8169
craig,29,0.05487836061582353,0.9805968955032806,0.731056640625,0.8175
craig,30,0.053120623323169205,0.9815570491278605,0.786056103515625,0.8163
craig,31,0.04056855151511742,0.9872379580732917,0.769137548828125,0.8196
craig,32,0.04157481114947142,0.9861977916466634,0.7969162109375,0.8066
craig,33,0.041539097427463395,0.9864778364538326,0.69989248046875,0.8326
craig,34,0.03211309219631391,0.9896783485357658,0.664987451171875,0.8404
craig,35,0.022927042350213533,0.9929988798207713,0.659745654296875,0.8452
craig,36,0.016276738799692325,0.9957193150904144,0.6542935546875,0.8494
craig,37,0.014512710217228506,0.9964794367098736,0.6695115234375,0.8498
craig,38,0.014778769632438064,0.9955592894863178,0.616636279296875,0.8566
craig,39,0.010742440225983032,0.9972395583293326,0.612765869140625,0.8607
craig,40,0.007019089973341047,0.9986797887662026,0.613971826171875,0.8633
craig,41,0.005260062191005248,0.9989998399743959,0.621583056640625,0.8616
craig,42,0.005675560189239653,0.9990798527764442,0.619090625,0.8621
craig,43,0.004781310969227732,0.9990398463754201,0.61311171875,0.8645
craig,44,0.0037084351464984396,0.9996799487918067,0.6181189453125,0.8645
craig,45,0.003553918846742041,0.99951992318771,0.61424111328125,0.8677
craig,46,0.0031106219060479364,0.9996799487918067,0.603439892578125,0.8672
craig,47,0.003013697828859649,0.9996799487918067,0.61205048828125,0.8657
craig,48,0.002905880895533129,0.9998399743959033,0.598572412109375,0.8679
craig,49,0.0033941105625728244,0.9995599295887342,0.6010685546875,0.8686
craig,50,0.0028729367817014787,0.9997199551928309,0.609091455078125,0.8677
