method,epoch,train_loss,train_acc,test_loss,test_acc
random,14,0.5054184375,0.82508,0.617878515625,0.7875
random,15,0.469827421875,0.83848,0.68066162109375,0.7749
random,16,0.461141875,0.84124,0.7651716796875,0.7497
random,17,0.4262569921875,0.8546,0.631032177734375,0.791
random,18,0.4127936328125,0.85748,0.54489501953125,0.8182
random,19,0.39353640625,0.8644,0.6701779296875,0.788
random,20,0.378276875,0.87,0.582400244140625,0.8122
random,21,0.3577125390625,0.87624,0.482574560546875,0.8394
random,22,0.3389758203125,0.882,0.5890509765625,0.8091
random,23,0.32517580078125,0.88792,0.5622373046875,0.8198
random,24,0.30196892578125,0.89704,0.555476513671875,0.8148
random,25,0.2924246875,0.89944,0.571137353515625,0.8194
random,26,0.27079201171875,0.90728,0.57807998046875,0.8128
random,27,0.2530558203125,0.91336,0.548052001953125,0.8348
random,28,0.2362928125,0.9172,0.495102587890625,0.8413
random,29,0.2208053125,0.92348,0.4772296875,0.8456
random,30,0.1998614453125,0.93064,0.501592333984375,0.8499
random,31,0.183967734375,0.93588,0.485856298828125,0.8545
random,32,0.1640054296875,0.94328,0.473960009765625,0.8536
random,33,0.1443220703125,0.95012,0.43763056640625,0.8719
random,34,0.12587982421875,0.957,0.4258671875,0.8715
random,35,0.109834736328125,0.96208,0.410639501953125,0.8808
random,36,0.09447767578125,0.96704,0.431385302734375,0.877
random,37,0.0708798486328125,0.97712,0.427631201171875,0.8819
random,38,0.0575716552734375,0.98108,0.4017736328125,0.8888
random,39,0.0467697265625,0.9852,0.3950232421875,0.8933
random,40,0.034003974609375,0.99024,0.3849622802734375,0.8984
random,41,0.0274413037109375,0.9922,0.382270947265625,0.8986
random,42,0.020720390625,0.99484,0.3715227783203125,0.9025
random,43,0.016875892333984375,0.99588,0.3656671875,0.9043
random,44,0.01401704345703125,0.99692,0.3662192138671875,0.9075
random,45,0.011343125,0.99764,0.3669712158203125,0.9053
random,46,0.010362894287109375,0.99784,0.3666198974609375,0.9074
random,47,0.009502390747070313,0.99852,0.36325400390625,0.9078
random,48,0.00853776611328125,0.99864,0.360581982421875,0.908
random,49,0.008600576782226562,0.99848,0.3583308349609375,0.9091
random,50,0.008708399658203124,0.99832,0.3602232666015625,0.9084
el2n,1,2.2565915625,0.27904,2.2164208984375,0.2688
el2n,2,1.36975625,0.50804,1.818203125,0.4033
el2n,3,0.91212359375,0.67352,1.7467404296875,0.4704
el2n,4,0.6125344140625,0.78104,1.61924296875,0.5413
el2n,5,0.4031171484375,0.85652,1.5131251953125,0.5895
el2n,6,0.29309322265625,0.89728,1.4646671875,0.6216
el2n,7,0.21692119140625,0.92324,1.31009189453125,0.6627
el2n,8,0.16941978515625,0.94128,1.37165537109375,0.676
el2n,9,0.140686943359375,0.95168,1.504558984375,0.6621
el2n,10,0.10632908203125,0.96416,1.45761591796875,0.6563
el2n,11,0.092708349609375,0.96828,1.12242392578125,0.7229
el2n,12,0.07298646484375,0.97532,1.13156484375,0.7387
el2n,13,0.0594933642578125,0.9806,1.28748193359375,0.715
el2n,14,0.06275513671875,0.98008,1.33027685546875,0.7099
el2n,15,0.0646825830078125,0.97892,1.1214259765625,0.7322
el2n,16,0.0522216552734375,0.98284,1.192387890625,0.7284
el2n,17,0.0419005029296875,0.98692,1.04008671875,0.7522
el2n,18,0.03946946533203125,0.98768,1.1612880859375,0.731
el2n,19,0.0397033349609375,0.98616,1.381450390625,0.7075
el2n,20,0.0420258642578125,0.9864,1.1748876953125,0.7384
el2n,21,0.048325322265625,0.98384,1.06601708984375,0.7536
el2n,22,0.0294852685546875,0.9914,1.13584814453125,0.7469
el2n,23,0.0361569970703125,0.98824,1.20977978515625,0.7322
el2n,24,0.030762724609375,0.9902,1.10277373046875,0.7512
el2n,25,0.02656647705078125,0.99228,1.03727109375,0.7617
el2n,26,0.02128651611328125,0.9938,1.02368525390625,0.7674
el2n,27,0.01499147705078125,0.99608,0.9759240234375,0.7718
el2n,28,0.01934393310546875,0.99396,0.94226787109375,0.7789
el2n,29,0.0155321728515625,0.99572,0.95365810546875,0.7819
el2n,30,0.01528028564453125,0.9958,0.95168154296875,0.7848
el2n,31,0.011480740966796875,0.99696,0.91147578125,0.7915
el2n,32,0.00951179443359375,0.99776,0.810536279296875,0.8043
el2n,33,0.004440992431640625,0.99912,0.78458115234375,0.8155
el2n,34,0.010137179565429687,0.99752,0.8303462890625,0.8057
el2n,35,0.005274229736328125,0.999,0.84311689453125,0.8065
el2n,36,0.003163680419921875,0.99964,0.82935439453125,0.8114
el2n,37,0.0036739865112304687,0.99944,0.791137109375,0.8171
el2n,38,0.0026206875610351563,0.99972,0.7876845703125,0.8165
el2n,39,0.0022142381286621095,0.99976,0.757078759765625,0.8242
el2n,40,0.0020633026123046874,0.99976,0.7648826171875,0.8193
el2n,41,0.0019442861938476562,0.99992,0.77779501953125,0.8167
el2n,42,0.001720075225830078,0.99992,0.740416357421875,0.8238
el2n,43,0.0017446490478515626,0.99996,0.760839013671875,0.8226
el2n,44,0.0016171424865722656,0.99992,0.74399638671875,0.8235
el2n,45,0.0018223414611816407,0.99992,0.75290771484375,0.8208
el2n,46,0.0015440318298339845,0.99996,0.7521935546875,0.8217
el2n,47,0.001587799072265625,0.99996,0.756915673828125,0.8212
el2n,48,0.0014018817138671876,0.99996,0.75905048828125,0.8193
el2n,49,0.0014465037536621093,1.0,0.755418408203125,0.8229
el2n,50,0.0015438430786132813,1.0,0.74749814453125,0.8231
forget,1,2.4089296875,0.20208,1.979133203125,0.2574
forget,2,1.7288996875,0.3604,1.81156015625,0.3279
forget,3,1.3870046875,0.50268,1.625672265625,0.4118
forget,4,1.127233828125,0.6078,1.6304033203125,0.4733
forget,5,0.930814375,0.67992,1.31163984375,0.5497
forget,6,0.750194296875,0.75292,1.13941669921875,0.6043
forget,7,0.6163283984375,0.80052,1.1871970703125,0.6182
forget,8,0.530486171875,0.82976,1.0715306640625,0.6555
forget,9,0.4742663671875,0.84716,1.34242216796875,0.6086
forget,10,0.41049234375,0.8706,1.2009884765625,0.6565
forget,11,0.35515703125,0.89012,0.86083447265625,0.7179
forget,12,0.3044278125,0.90844,0.822190234375,0.738
forget,13,0.2780434375,0.9142,0.8087640625,0.7432
forget,14,0.2469540234375,0.92696,0.75935859375,0.7593
forget,15,0.22030912109375,0.93248,0.7150478515625,0.7785
forget,16,0.22236443359375,0.93352,1.0897462890625,0.7052
forget,17,0.2001929296875,0.9414,0.797264208984375,0.7635
forget,18,0.19954130859375,0.94072,0.71004970703125,0.7756
forget,19,0.17915150390625,0.94576,0.68280869140625,0.7926
forget,20,0.1686430078125,0.95012,0.692582275390625,0.7862
forget,21,0.16553369140625,0.95052,0.765020947265625,0.7755
forget,22,0.15936255859375,0.95296,0.72091044921875,0.7869
forget,23,0.139428193359375,0.95928,0.8306984375,0.7743
forget,24,0.137840810546875,0.95944,0.75707314453125,0.7844
forget,25,0.128102216796875,0.96192,0.67868779296875,0.8
forget,26,0.115320673828125,0.965,0.755822314453125,0.7898
forget,27,0.1110887890625,0.96624,0.609520654296875,0.8128
forget,28,0.099654267578125,0.9706,0.679175927734375,0.8058
forget,29,0.091081640625,0.97212,0.701818798828125,0.7991
forget,30,0.0932362109375,0.97176,0.6323654296875,0.8179
forget,31,0.0776695361328125,0.97568,0.63543212890625,0.8107
forget,32,0.07327109375,0.97788,0.61059228515625,0.8222
forget,33,0.0569271044921875,0.9832,0.567216357421875,0.8383
forget,34,0.05329966796875,0.984,0.612075732421875,0.826
forget,35,0.0438327587890625,0.98668,0.573908447265625,0.84
forget,36,0.03881103271484375,0.98832,0.52942568359375,0.85
forget,37,0.02748882080078125,0.99236,0.54158515625,0.8559
forget,38,0.02142515380859375,0.99404,0.551014990234375,0.8548
forget,39,0.0171289697265625,0.99588,0.527052099609375,0.8567
forget,40,0.013229351806640624,0.99652,0.52071826171875,0.8628
forget,41,0.009269241333007813,0.99804,0.530889306640625,0.8629
forget,42,0.009421233520507813,0.99788,0.51273525390625,0.8672
forget,43,0.006301010131835937,0.99916,0.525547509765625,0.8654
forget,44,0.0061399273681640625,0.99884,0.526822607421875,0.8646
forget,45,0.0050326004028320315,0.99964,0.518103271484375,0.8672
forget,46,0.0049172195434570316,0.99944,0.516402978515625,0.8682
forget,47,0.004035689697265625,0.99964,0.512360205078125,0.8698
forget,48,0.00446245849609375,0.99972,0.512408154296875,0.8699
forget,49,0.00447974365234375,0.9994,0.512772119140625,0.8697
forget,50,0.003971055297851562,0.99952,0.513087548828125,0.8703
craig,1,1.9734993199183901,0.2979157498899868,1.849353515625,0.3371
craig,2,1.3460755915709885,0.48713845661479377,1.6753923828125,0.4524
craig,3,1.071759157973957,0.5948313797655719,1.4572640625,0.5309
craig,4,0.8336030792445094,0.693923270792495,1.39797275390625,0.5699
craig,5,0.6541150172395688,0.7625715085810297,1.562489453125,0.5634
craig,6,0.5056872059022083,0.8178581429771573,1.22311025390625,0.6521
craig,7,0.39951391823268795,0.8574628955474657,1.59976513671875,0.6204
craig,8,0.3184153778140877,0.887146457574909,1.25077392578125,0.6825
craig,9,0.2600685715098312,0.9104692563107573,0.960551171875,0.7324
craig,10,0.2186629583049966,0.9254310517262071,0.95394951171875,0.7449
craig,11,0.20926208410634276,0.9258310997319679,0.96587939453125,0.7436
craig,12,0.18611344689487738,0.9367124054886586,0.98871142578125,0.7462
craig,13,0.17489669072788736,0.9383125975117014,1.0252974609375,0.7316
craig,14,0.15819829043547726,0.9446333560027204,0.99133525390625,0.7522
craig,15,0.1465342540323589,0.9487938552626315,0.936527734375,0.7528
craig,16,0.13626239640944413,0.9532743929271512,0.875001953125,0.7761
craig,17,0.13435330989718766,0.9545545465455855,0.93179697265625,0.7659
craig,18,0.12197501786151838,0.9594751370164419,0.82466953125,0.786
craig,19,0.11604512658706545,0.9592751130135616,1.1477546875,0.7286
craig,20,0.11348931207682422,0.9615553866463976,1.27182705078125,0.7142
craig,21,0.10481327095188922,0.9643557226867224,0.788991650390625,0.7928
craig,22,0.09544660984318118,0.9668360203224386,0.93040908203125,0.7755
craig,23,0.0906803152315778,0.9694363323598831,0.85046865234375,0.7987
craig,24,0.07753390367781633,0.9743169180301636,0.90939755859375,0.7842
craig,25,0.07744177348156779,0.9747169660359243,0.72677080078125,0.8163
craig,26,0.0724855439684012,0.9746369564347722,0.722730078125,0.8214
craig,27,0.0647932927732578,0.9782373884866183,0.7535232421875,0.814
craig,28,0.057829385815360346,0.9802776333159979,0.84488486328125,0.796
craig,29,0.04890503364309967,0.9837580509661159,0.8608287109375,0.7991
craig,30,0.049546165266394465,0.9835180221626595,0.797476953125,0.8103
craig,31,0.045317357028155876,0.9845181421770612,0.7579908203125,0.8192
craig,32,0.039461712944615854,0.9869184302116254,0.716663427734375,0.8354
craig,33,0.030192773523447812,0.9905588670640477,0.65907578125,0.8441
craig,34,0.021246424082608663,0.9937192463095571,0.653603466796875,0.8477
craig,35,0.01722183102401976,0.9951194143297196,0.6925376953125,0.8423
craig,36,0.0127242222191663,0.9973196783614033,0.657504345703125,0.8499
craig,37,0.012515256713618134,0.9966395967516102,0.645909228515625,0.8574
craig,38,0.009380834562452181,0.9974396927631316,0.663218212890625,0.8546
craig,39,0.007576711817722815,0.9985598271792615,0.639382275390625,0.8601
craig,40,0.005944125160253605,0.9989198703844462,0.6416451171875,0.8589
craig,41,0.004683673918311604,0.9990398847861743,0.628258251953125,0.8642
craig,42,0.004183595598366335,0.9994799375925111,0.63356279296875,0.8618
craig,43,0.004198671259984792,0.9991999039884786,0.629072119140625,0.8627
craig,44,0.003192218698568047,0.9996799615953914,0.622776904296875,0.8651
craig,45,0.003120870109881936,0.9995999519942393,0.6180734375,0.8662
craig,46,0.002759123514255304,0.9996799615953914,0.6154748046875,0.865
craig,47,0.0028824323787018506,0.9997199663959675,0.62372919921875,0.8637
craig,48,0.0026862381811012634,0.9995599471936633,0.614396826171875,0.8653
craig,49,0.002814233582053284,0.9997599711965436,0.622832177734375,0.8653
craig,50,0.002683454033526992,0.9996799615953914,0.60567802734375,0.8666
